Unnamed: 0,ticker,shares
0,CCZ,-3.1686370469789367
1,CNM,139.14130717930658
2,CIEN,-2.0374172320859714
3,WRN,57.77671092276151
4,ACIW,102.89471542583816
5,CORT,52.27709469507296
6,BPYPO,29.73044991317839
7,CCEC,32.85679011123878
8,CAN,22.72776549589392
9,BELFA,120.34695415609612
10,ADAG,20.474422109337297
11,BITS,110.37486428161088
12,BELFB,58.87768092133483
13,AIHS,-30.618137438415992
14,ATEN,92.96843130459509
15,CERS,128.92584654730834
16,ACON,104.44403479055754
17,AKTX,65.22579555571646
18,BCPC,-37.00820409849621
19,SSRM,88.82500410654012
20,BLTE,59.802468387817086
21,BTU,66.79449028332587
22,ACCO,-32.80309134710366
23,BBVA,117.79954044612992
24,BWNB,79.96826845224072
25,CG,-7.448558061785505
26,BKSY,75.27055465263051
27,BBCA,118.65367590380998
28,BETZ,95.74170364761642
29,CAPR,123.98795633527544
30,CIL,-14.896606972555126
0,XRP-USD,-0.5522638141288443
1,SOL-USD,7.701374540851049
2,USDC-USD,13.518797864498524
3,ETH-USD,-1.680387731237285
