Unnamed: 0,ticker,shares
0,BDEC,116.8892615393097
1,BITI,43.02725783548091
2,CBT,1.3279223656468488
3,CMU,139.97959566751226
4,CCL,-1.7107653500055378
5,BYM,62.91628848117492
6,BSCS,32.71601650720126
7,CPOP,126.60435849318957
8,BLK,89.95639161875732
9,CHPT,-28.093338303993495
10,BCC,41.68313422403156
11,AMPGW,-28.25275613808258
12,CPHI,98.24919645972476
13,BMRN,-9.52337449211604
14,FSFG,141.8519261328889
15,AFGE,-5.902258174842686
16,BUL,100.40203217619212
17,PHB,60.00286731501578
18,AMTD,80.54745920140317
19,BOCT,121.63485874722204
20,AMS,60.26634955496182
21,BST,-44.68258628119817
22,HYGW,3.7799883027960703
23,CCO,-25.058989610617655
0,XRP-USD,7.677085907747397
1,STETH-USD,12.92988775838002
2,USDT-USD,-0.6231959079769878
3,USDC-USD,1.6647749951863755
4,BTC-USD,11.436017758040006
5,DOGE-USD,10.10017737281223
6,TRX-USD,-1.2466817935898256
