Unnamed: 0,ticker,shares
0,BFEB,-17.872965134048854
1,AOTG,118.97768283060216
2,AREB,4.578024201432719
3,BJUL,10.11484736312429
4,APG,28.12400888854991
5,CQQQ,62.327854512948775
6,ACIO,20.036788288101377
7,CGGR,79.54355657045915
8,NBTX,146.05825926757424
9,AESR,-23.09384948541602
10,SUN,-13.401025532429458
11,CBON,-44.15633294902592
12,MIG,50.373966004349086
13,BSJQ,144.28893009281109
14,ABFL,-31.909362218399885
15,ACNB,-43.54190855971576
16,ASO,71.20663642208113
17,NBXG,46.03954239890933
18,AMST,-30.653307377655725
19,CDLX,122.6390051310022
20,ARQ,122.2470482319
21,SLN,12.48362095349551
22,AMP,96.61553437367115
23,BB,65.25144180345374
24,BHST,-24.630092479550903
25,BOLT,-14.455092506746702
26,BSJS,49.46391114132584
27,BA,-46.592717885059784
28,AR,83.89245717904541
29,BKAG,88.49490795696931
30,BIIB,-11.013805314182726
31,AVES,136.65657051814577
32,BELFB,122.12855961083152
33,CING,30.251910684602866
34,COF,116.54778268768058
35,ATGE,5.976050368193974
36,COLO,-14.407464068911068
37,ALNY,54.60065323293668
38,ARES,35.64145052437688
39,BLDP,116.98477251836218
40,AMD,143.6031692531914
41,BIVI,89.92496438688522
42,BKF,-9.458242703375362
43,PLDR,-6.893320983731144
44,CNVS,55.33631092806428
45,ABP,57.246877290886005
46,BZAI,37.13436748876428
47,BBAX,20.4155693458582
48,ABOT,4.242047577545428
49,CLSK,53.22251380676293
50,AGYS,24.24403326777885
51,BIPI,-24.691387656913545
52,BNJ,-13.644249055012205
53,AOM,107.59092463793924
54,BGX,18.344027723652843
55,AVAL,24.96384240848124
56,BSJP,67.11520421771671
57,AZN,149.2707844302442
58,AVD,25.336064897788063
59,CNOB,115.07318767303904
60,BODI,99.55722615691926
61,AZ,51.38540862870346
62,ARKQ,15.319002112026167
63,ALIT,107.6785003375898
64,AVSF,140.57527432623834
65,BOH,108.30697147741532
66,CHSCO,95.95137000312933
67,AQB,-7.834679834388012
68,SUSC,0.910399100577223
69,ATUS,-18.223297102835012
70,ADEA,97.4149583904268
71,CGEN,12.39076450242944
0,BTC-USD,4.9805993091148935
1,USDT-USD,12.84944137254013
2,DOGE-USD,12.0530514959784
