ticker,shares
AROW,24.45916234459557
BCC,79.78938371052041
AIIO,99.49323478682874
CADL,26.405584858986103
ASTH,147.64743613329512
BEP,18.92722745244224
SLN,130.87596975134815
BYRN,45.26419253423374
CLGN,96.54895881981469
CPER,136.30090681202802
AL,122.22228291265486
CGNX,146.12287328934136
BROS,118.84870993608246
CLBK,30.564117346828283
SPYC,101.27027051455107
BOXL,10.992593297405136
BNTX,131.13671830453632
CMP,83.56244423197418
ASRT,71.67703743174452
ASLE,107.50277143538386
BLIN,79.52253204752185
ARW,-1.2258048510447992
CLIX,43.27524931005691
AMZN,113.47469467777424
SLRX,136.01977469640332
ARES,137.86366041310743
CANF,54.983627852683895
TYL,62.249053094211874
CDTX,128.1558722657029
ARDC,100.55243947201652
BITS,62.39822511010962
CQP,68.17903498815288
ACHV,71.98657312688263
SSNC,-22.640650157756802
EVR,36.277501462690395
CMG,119.73465247063226
APOG,70.32369997733964
AMPH,25.83301253326782
ACSI,87.90350215363472
BLES,121.75100741172122
STRV,76.57801261302288
CIVI,37.59155123073063
BJAN,91.61685081835756
CENN,97.65817016342285
AACG,54.338437869051035
BIRD,84.34198380549381
AUTL,-37.50501010038403
APTV,95.68546410768278
ADI,-5.242618946961272
ABCB,98.39107576096845
BUZZ,62.92527501965188
AAPD,17.280538064243146
AU,132.10289177683885
WBIF,34.380577267648476
PERF,36.35162891372663
CGDV,-40.31854089206281
AHG,7.410511770421159
BNAI,-8.99764682360518
BETZ,-8.64724601329592
CNRG,102.73529129841214
BSRR,-32.140224430659536
AUDC,103.989546679455
CATX,19.012282198271862
ABUS,44.52368080957709
AIHS,-4.389793627811287
XSVM,119.98592996243173
C,76.30467024005276
CGCP,127.83388989695595
