ticker,shares
CLS,93.3107064137468
AEE,-0.9920024377549481
CBAN,22.139537529305557
APLM,138.80961430891819
CGABL,-29.64533640784257
ARTL,-33.152046285747886
BRSL,-14.524972599827436
CANE,37.336305186724346
BUD,102.73414077316468
CASI,34.603309676442635
AIHS,41.59345764627854
BSJR,133.16241542148313
BDSX,20.9628788783981
BXSL,52.42750064028576
AEO,-1.1740906522573766
CDXS,92.60016947548934
CLOU,47.4966497281562
CORT,85.63987107940173
BKN,75.7614456987594
BCTX,98.18936756486778
AWAY,15.978206483013025
AFSM,72.91469575941608
CRAI,59.53961162708306
ADTX,135.1413522824032
ARGT,115.9045003323082
AREC,72.11798611433613
CEG,-45.18319961872934
BBSI,125.84872374496538
ARHS,0.14380800681892225
CET,-35.365025327497456
ABEQ,76.03222389104654
BGMS,43.55425671960782
AGEN,123.15536627700712
AP,50.08070460349458
CNXN,103.09056312501957
PROP,54.48316931770003
