Unnamed: 0,ticker,shares
0,BWNB,109.66826233865324
1,ACWX,55.98308512565988
2,ARMP,116.15153824746594
3,ACDC,-17.8296567423829
4,ARB,-36.35054454003006
5,CETX,-20.079698106045107
6,BAR,149.0127316540167
7,BDJ,-38.16689690405752
8,AIA,122.51288945270198
9,ARQT,54.45113589048812
10,BTT,82.76055711608103
11,CHSCO,-2.787856595972982
12,ALEC,79.08598167886097
13,NBXG,139.37258123825865
14,AAPD,35.53843758190716
15,ARCM,-13.661314430632608
16,BBN,144.8887912222184
17,CPNG,129.54365080461264
18,ALKT,-39.08648137219781
19,BWBBP,102.78800629502224
20,SPGM,12.974208699521704
21,AD,26.94925469950624
22,BCH,24.051254338701384
23,SNSR,79.38445644414207
24,BRSL,-18.51192296003854
25,BEPC,-13.352855546396938
26,ARDC,149.66010684932206
27,BNDI,49.48924024116519
28,CLFD,-25.139764108753138
29,COIN,133.02988442929893
30,BSJU,109.4304480319021
31,ALLO,146.50503715834577
32,BTU,-23.888532162215647
33,BH,-39.73746765422233
34,BSCU,-25.08615922723445
35,ASTL,111.30804245436326
36,HEQ,38.98428925432714
37,BUR,72.92674711903497
38,BSJS,83.23204946096564
39,CLPR,28.166631533333582
40,CCSI,-25.399913596404524
41,CHRW,115.2524036783069
42,BMA,-41.49146529565293
43,CLDI,90.1385038855736
44,ASPS,-19.301735491881168
45,ARKW,0.5016197541422471
46,BZFD,18.522676980362405
47,CGSD,1.5783888885216657
48,AERT,36.45653369710399
49,BITO,118.30135638697192
50,ACRE,-12.369909457244496
51,ANVS,94.18692820183702
52,ALRS,143.30416329931722
53,AWK,67.10202461263705
54,DPST,-38.48628850063571
55,BANR,119.21560439704854
56,CIK,-22.33916428317313
57,CHH,97.18784093681477
58,ADSE,-33.44197934699289
59,BAK,7.176188792785723
60,BE,7.805612973135737
61,BLND,10.582471373092028
62,BHV,-25.16476702831938
0,STETH-USD,1.8506062518696889
1,USDT-USD,3.559774667728359
2,ETH-USD,0.0118077767791513
