Unnamed: 0,ticker,shares
0,CPII,20.580537246991867
1,BSTP,9.392624018921914
2,CAL,17.765038001150387
3,CNBS,144.09153901368134
4,BRZU,120.32591702279308
5,CHSCL,58.38846709221927
6,BNJ,47.29241496215266
7,ACNB,141.48555773698962
8,BTM,25.78117396524833
9,BRTX,124.5368031944144
10,AFK,-35.008579683266404
11,SPHB,-6.078723406066722
12,IGI,-36.69905144528454
13,ATFV,104.9837314162989
14,ALHC,36.021199449011675
15,ANGH,119.34413716242076
16,AMPH,95.86553154255084
17,BBJP,103.11378538033938
18,HUIZ,-42.2702506728428
19,CLPS,42.926793163149625
20,CCLD,-20.666921919168654
21,COWG,1.8041633258010703
22,ATRA,57.52833395970845
23,AMR,-40.89408099350544
24,SUI,-35.54458129704832
25,BWZ,8.94272225585506
26,TDV,-43.04727510608526
27,BELFB,18.639739367712167
28,CASH,97.62516319809524
29,ABLG,73.33234205830739
30,BEP,134.76610495475708
31,VEGN,124.7483782044105
32,COCO,9.208073507527814
33,ACR,20.82536869972502
34,TDUP,51.12437285062738
35,SSNC,6.953014694223469
36,BLNK,132.8207199082946
37,AHG,48.45457771353123
38,ACWV,6.024795148754649
39,COO,116.82186804945836
40,BHST,54.237157990355115
41,CEW,72.18504707965678
42,CBRE,84.2675208112525
43,AGO,115.77668715627044
44,CLFD,100.65358120001454
45,ACIC,95.52682611556858
46,CDNA,-42.985817939006886
47,AVT,11.327330251642564
48,CION,-32.12776548372602
49,AVGE,139.1123118865388
50,COLO,-26.175758817176153
51,AMST,-7.0468212476469745
52,ADXN,73.43982953378763
53,CNXC,46.917705650980096
54,AFGE,142.10658901480923
55,BCAT,-32.53675854086371
0,ETH-USD,8.60176291403546
