ticker,shares
BOIL,113.74712380454847
IPWR,-44.80860666217823
ATLO,3.3020963714722313
CODI,44.8436939167666
AUUD,18.058060380940958
BNBX,-37.52144019978272
APRZ,33.21309055203842
LSTA,98.07149340163909
ACFN,-20.30217429721013
APT,91.8249468033477
ACEL,-18.24744350758256
ADAM,124.27697165463513
ALLO,120.0102215305304
BWB,2.4808237062618375
BUFF,93.46869451863037
BSCS,103.27225091318843
BTAI,64.7873974615301
AIM,-41.67760118813575
CLRB,12.156690566471148
ATON,116.38123187915136
APTV,20.081961248556567
AISP,-37.173807648983455
ASPN,143.82006819169786
AVIG,62.53918002554839
BHE,59.14451203052522
B,3.1628733194366987
BY,7.01030513240508
AHYB,8.751062515351158
CLOU,-26.482272286760768
AR,-34.20585511803647
BUYW,-38.13229286601299
MIY,44.47329901873336
AMWL,131.35533376795073
CMCM,77.26121574768679
CATO,103.77115300330232
BYND,-22.583085634116152
CLGN,-12.265451387697304
CNL,-33.09968181242222
KRNT,138.09763704271262
CALM,-36.4021088532909
CGBD,-18.397108255113338
ASML,110.02814210535189
CMBM,-2.986313913170612
ASR,-49.36700597202177
CAAS,-49.26366790390395
CENX,-43.97939874454253
AGD,139.56807997250021
COHU,88.55839883117477
ACAD,29.160508254580762
ATOM,78.91881181133766
BELFB,-36.33034198143994
BUG,101.74142905236147
